organism,count
"gi|901703600|ref|NR_132333.1| Sphingomonas ginsengisoli (ex An et al. 2013) strain Gsoil 634 16S ribosomal RNA, partial sequence",15
"gi|1384992310|ref|NR_156059.1| Allostreptomyces psammosilenae strain YIM DR4008 16S ribosomal RNA, partial sequence",15
"gi|1116030290|ref|NR_144748.1| Merdimmobilis hominis strain Marseille-P2769 16S ribosomal RNA, partial sequence",15
"gi|974142239|ref|NR_134759.1| Lysobacter caeni strain BUT-8 16S ribosomal RNA, partial sequence",15
"gi|2363084665|ref|NR_180581.1| Lichenicoccus roseus strain KEBCLARHB70R 16S ribosomal RNA, partial sequence",15
"gi|645320412|ref|NR_117623.1| Acinetobacter junii strain ATCC 17908 16S ribosomal RNA, partial sequence",15
"gi|566085546|ref|NR_109616.1| Nevskia aquatilis strain F2-63 16S ribosomal RNA, partial sequence",15
"gi|566085516|ref|NR_109586.1| Jatrophihabitans endophyticus strain S9-650 16S ribosomal RNA, partial sequence",15
"gi|636560594|ref|NR_116654.1| Novosphingobium soli strain CC-TPE-1 16S ribosomal RNA, partial sequence",15
"gi|566084872|ref|NR_108321.1| Gemmobacter caeni strain DCA-1 16S ribosomal RNA, partial sequence",14
"gi|918024594|ref|NR_132395.1| Endobacter medicaginis strain M1MS02 16S ribosomal RNA, partial sequence",14
"gi|636559432|ref|NR_115491.1| Rhizorhapis suberifaciens NBRC 15211 strain IFO 15211 16S ribosomal RNA, partial sequence",14
"gi|2363087407|ref|NR_181960.1| Snodgrassella gandavensis strain LMG 30236 16S ribosomal RNA, partial sequence",14
"gi|2363086282|ref|NR_181393.1| Jutongia hominis strain BX3 16S ribosomal RNA, partial sequence",14
"gi|2363080896|ref|NR_178691.1| Parasegetibacter terrae strain SGM2-10 16S ribosomal RNA, partial sequence",14
"gi|1441204384|ref|NR_157799.1| Novosphingobium humi strain R1-4 16S ribosomal RNA, partial sequence",14
"gi|848212600|ref|NR_132297.1| Sediminibacterium lactis strain LCJ02 16S ribosomal RNA, partial sequence",14
"gi|1441204295|ref|NR_157710.1| Pseudonocardia nigra strain ATK03 16S ribosomal RNA, partial sequence",14
"gi|1491514511|ref|NR_159166.1| Ramlibacter monticola strain G-3-2 16S ribosomal RNA, partial sequence",14
"gi|343205721|ref|NR_044123.1| Solimonas flava DSM 18980 strain CW-KD 4 16S ribosomal RNA, partial sequence",14
"gi|645320420|ref|NR_117630.1| Acinetobacter tandoii strain DSM 14970 16S ribosomal RNA, partial sequence",13
"gi|672239082|ref|NR_125671.1| Undibacterium jejuense strain JS4-4 16S ribosomal RNA, partial sequence",13
"gi|2363086230|ref|NR_181367.1| Undibacterium umbellatum strain NL8W 16S ribosomal RNA, partial sequence",13
"gi|343205678|ref|NR_044054.1| Blautia wexlerae DSM 19850 16S ribosomal RNA, partial sequence",13
"gi|2363086284|ref|NR_181394.1| Jutongia huaianensis strain NSJ-37 16S ribosomal RNA, partial sequence",13
"gi|2363081927|ref|NR_179209.1| Noviherbaspirillum aridicola strain NCCP-691 16S ribosomal RNA, partial sequence",13
"gi|1491520103|ref|NR_159265.1| Microbacterium deserti strain SYSU D8014 16S ribosomal RNA, partial sequence",13
"gi|559795343|ref|NR_104936.1| Moraxella osloensis strain A1920 16S ribosomal RNA, partial sequence",13
"gi|631252194|ref|NR_113392.1| Moraxella osloensis strain DSM 6998 16S ribosomal RNA, partial sequence",13
"gi|631252193|ref|NR_113391.1| Moraxella osloensis strain ATCC 19976 16S ribosomal RNA, partial sequence",13
"gi|2363084936|ref|NR_180716.1| Tepidiforma bonchosmolovskayae strain 3753O 16S ribosomal RNA, partial sequence",13
"gi|961554987|ref|NR_133954.1| Acinetobacter indicus strain 1NM-4 16S ribosomal RNA, partial sequence",13
"gi|1018196547|ref|NR_136426.1| Chromobacterium amazonense strain CBMAI 310 16S ribosomal RNA, partial sequence",13
"gi|219856906|ref|NR_024727.1| Sporichthya polymorpha DSM 43042 16S ribosomal RNA, partial sequence",12
"gi|566084841|ref|NR_108218.1| Thermus composti strain K-39 16S ribosomal RNA, partial sequence",12
"gi|343198522|ref|NR_042778.1| Streptococcus thermophilus strain ATCC 19258 16S ribosomal RNA, partial sequence",12
"gi|2363083536|ref|NR_180016.1| Simulacricoccus ruber strain MCy10636 16S ribosomal RNA, partial sequence",12
"gi|343200680|ref|NR_041367.1| Rhizobacter fulvus strain Gsoil 322 16S ribosomal RNA, partial sequence",12
"gi|1445136080|ref|NR_158120.1| Hydrogenophaga aquatica strain CC-KL-3 16S ribosomal RNA, partial sequence",12
"gi|444304254|ref|NR_074680.1| Thermobispora bispora strain DSM 43833 16S ribosomal RNA, partial sequence",12
"gi|2363086220|ref|NR_181362.1| Undibacterium hunanense strain CY18W 16S ribosomal RNA, partial sequence",12
"gi|1011034847|ref|NR_135733.1| Terriglobus aquaticus strain 03SUJ4 16S ribosomal RNA, partial sequence",12
"gi|444303876|ref|NR_074298.1| Granulicella mallensis MP5ACTX8 16S ribosomal RNA, partial sequence >gi|645320929|ref|NR_118020.1| Granulicella mallensis MP5ACTX8 16S ribosomal RNA, partial sequence",12
"gi|2363084571|ref|NR_180534.1| Acinetobacter rongchengensis strain WCHAc060115 16S ribosomal RNA, partial sequence",12
"gi|343202943|ref|NR_043437.1| Bifidobacterium longum subsp. infantis strain ATCC 15697 16S ribosomal RNA, partial sequence",12
"gi|1269801495|ref|NR_102489.2| Bradyrhizobium oligotrophicum S58 16S ribosomal RNA, complete sequence",12
"gi|1277396271|ref|NR_151982.1| Agathobaculum butyriciproducens strain SR79 16S ribosomal RNA, partial sequence",12
"gi|1269801457|ref|NR_102783.2| Bacillus subtilis subsp. subtilis strain 168 16S ribosomal RNA, complete sequence",12
"gi|1269801279|ref|NR_112116.2| Bacillus subtilis strain IAM 12118 16S ribosomal RNA, complete sequence",12
"gi|631251024|ref|NR_112221.1| Curvibacter fontanus strain AQ9 16S ribosomal RNA, partial sequence",11
"gi|2180566390|ref|NR_174253.1| Azohydromonas sediminis strain SYSU G00088 16S ribosomal RNA, partial sequence",11
"gi|343198520|ref|NR_042776.1| Streptococcus salivarius strain ATCC 7073 16S ribosomal RNA, partial sequence",11
"gi|631252676|ref|NR_113874.1| Phyllobacterium myrsinacearum strain NBRC 100019 16S ribosomal RNA, partial sequence",11
"gi|343201595|ref|NR_042321.1| Hoeflea alexandrii strain AM1V30 16S ribosomal RNA, partial sequence",11
"gi|1033657144|ref|NR_137234.1| Paraburkholderia humisilvae strain Y-12 16S ribosomal RNA, partial sequence",11
"gi|444303904|ref|NR_074327.1| Acidiphilium multivorum strain AIU301 16S ribosomal RNA, complete sequence",11
"gi|2363087279|ref|NR_181895.1| Rhabdothermincola salaria strain EGI L10124 16S ribosomal RNA, partial sequence",11
"gi|507148077|ref|NR_102884.1| Ruminococcus champanellensis 18P13 = JCM 17042 16S ribosomal RNA, partial sequence",11
"gi|1811131606|ref|NR_165788.1| Lacisediminimonas profundi strain CHu64-6-4 16S ribosomal RNA, partial sequence",11
"gi|645320644|ref|NR_117801.1| Pseudonocardia sichuanensis strain KLBMP 1115 16S ribosomal RNA, partial sequence",11
"gi|1397641818|ref|NR_156927.1| Tibeticola sediminis strain YIM 73013 16S ribosomal RNA, complete sequence",11
"gi|645321456|ref|NR_118418.1| Peterkaempfera griseoplana strain NRRL-ISP 5009 16S ribosomal RNA, partial sequence",11
"gi|659364515|ref|NR_121695.1| Sulfuricella denitrificans skB26 16S ribosomal RNA, partial sequence",11
"gi|1445136045|ref|NR_158085.1| Parapedobacter lycopersici strain T16R-256 16S ribosomal RNA, partial sequence",11
"gi|343201449|ref|NR_042175.1| Solimonas variicoloris DSM 15731 strain MN28 16S ribosomal RNA, partial sequence",11
"gi|265678353|ref|NR_028655.1| Curvibacter gracilis strain 7-1 16S ribosomal RNA, partial sequence",10
"gi|1779814859|ref|NR_164934.1| Cupriavidus lacunae strain S23 16S ribosomal RNA, partial sequence",10
"gi|1558439485|ref|NR_160522.1| Polyangium fumosum strain Pl fu5 16S ribosomal RNA, partial sequence",10
"gi|1227086146|ref|NR_148634.1| Glaciimonas frigoris strain N1-38 16S ribosomal RNA, partial sequence",10
"gi|645321783|ref|NR_118669.1| [Clostridium] herbivorans strain 54408 16S ribosomal RNA, partial sequence",10
"gi|219856892|ref|NR_024711.1| Delftia acidovorans strain IAM 12409 16S ribosomal RNA, partial sequence",10
"gi|645322566|ref|NR_119286.1| Thomasclavelia cocleata strain DSM 1551 16S ribosomal RNA, partial sequence",10
"gi|343204052|ref|NR_043735.1| Pseudogemmobacter blasticus strain KC2138 16S ribosomal RNA, partial sequence",10
"gi|631252163|ref|NR_113361.1| Methylobacterium gnaphalii strain 23e 16S ribosomal RNA, partial sequence",10
"gi|343198796|ref|NR_043697.1| Tepidicella xavieri strain TU-16 16S ribosomal RNA, partial sequence",10
"gi|961555151|ref|NR_134120.1| Paludibaculum fermentans strain P105 16S ribosomal RNA, partial sequence",10
"gi|444303872|ref|NR_074294.1| Terriglobus saanensis SP1PR4 16S ribosomal RNA, partial sequence",10
"gi|1040567070|ref|NR_137419.1| Sinimarinibacterium flocculans strain NH6-24 16S ribosomal RNA, partial sequence",10
"gi|444303967|ref|NR_074390.1| Acidimicrobium ferrooxidans DSM 10331 16S ribosomal RNA, partial sequence",10
"gi|2363086278|ref|NR_181391.1| Wujia chipingensis strain NSJ-4 16S ribosomal RNA, partial sequence",10
"gi|545589062|ref|NR_044690.2| Bifidobacterium coryneforme strain ATCC 25911 16S ribosomal RNA, partial sequence",10
"gi|265678806|ref|NR_029111.1| Sphingomonas phyllosphaerae strain FA2 16S ribosomal RNA, partial sequence",10
"gi|1240411907|ref|NR_149239.1| Sphingomonas metalli strain 9O-5 16S ribosomal RNA, partial sequence",10
"gi|2363084224|ref|NR_180361.1| Sheuella amnicola strain NBD-18 16S ribosomal RNA, partial sequence",10
"gi|2363083640|ref|NR_180068.1| Lacibacter luteus strain TTM-7 16S ribosomal RNA, partial sequence",10
"gi|444303899|ref|NR_074322.1| Bradyrhizobium diazoefficiens strain USDA110 16S ribosomal RNA, partial sequence",10
"gi|343201280|ref|NR_042006.1| Pseudonocardia saturnea strain IMSNU 20052 16S ribosomal RNA, partial sequence",10
"gi|2363085784|ref|NR_181144.1| Sediminibacterium soli strain WSJ-3 16S ribosomal RNA, partial sequence",10
"gi|265679016|ref|NR_029324.1| Pseudonocardia sulfidoxydans strain 592 16S ribosomal RNA, partial sequence",10
"gi|2363081772|ref|NR_179132.1| Paraburkholderia panacihumi strain DCY115 16S ribosomal RNA, partial sequence",10
"gi|219846901|ref|NR_026493.1| Lacrimispora indolis strain 7 16S ribosomal RNA, partial sequence",10
"gi|1269801501|ref|NR_075005.2| Bacillus velezensis strain FZB42 16S ribosomal RNA, complete sequence",10
"gi|1227086077|ref|NR_148602.1| Parviterribacter multiflagellatus strain A22/0/F9_1 16S ribosomal RNA, partial sequence",9
"gi|219878428|ref|NR_025567.1| Enterocloster bolteae strain 16351 16S ribosomal RNA, partial sequence",9
"gi|2363080125|ref|NR_178281.1| Anaerobutyricum soehngenii strain L2-7 16S ribosomal RNA, partial sequence",9
"gi|645321789|ref|NR_118673.1| Anaerobutyricum hallii strain ATCC 27751 16S ribosomal RNA, partial sequence",9
"gi|219846273|ref|NR_025863.1| Abiotrophia defectiva strain GIFU 12707 16S ribosomal RNA, partial sequence",9
"gi|343201282|ref|NR_042008.1| Roseburia hominis A2-183 16S ribosomal RNA, partial sequence",9
"gi|343198540|ref|NR_042832.1| Roseburia faecis strain M72/1 16S ribosomal RNA, partial sequence",9
"gi|631250893|ref|NR_112090.1| Novosphingobium aromaticivorans strain IFO 16084 16S ribosomal RNA, partial sequence",9
"gi|631252762|ref|NR_113960.1| Lactococcus lactis strain NBRC 100933 16S ribosomal RNA, partial sequence",9
"gi|343205610|ref|NR_043935.1| Pseudomonas chlororaphis subsp. aurantiaca strain NCIB 10068 16S ribosomal RNA, partial sequence",9
"gi|343200211|ref|NR_040898.1| Aquaspirillum arcticum strain IAM 14963 16S ribosomal RNA, partial sequence",9
"gi|2363082601|ref|NR_179547.1| Massilioclostridium coli strain Marseille-P2976 16S ribosomal RNA, partial sequence",9
"gi|558508575|ref|NR_104502.1| Dactylosporangium luteum strain BK51 16S ribosomal RNA, partial sequence",9
"gi|343205847|ref|NR_044302.1| Kaistia soli strain 5YN9-8 16S ribosomal RNA, partial sequence",9
"gi|1270533042|ref|NR_103934.2| Stutzerimonas stutzeri ATCC 17588 = LMG 11199 16S ribosomal RNA, complete sequence",9
"gi|2296162967|ref|NR_177916.1| Ramsaria avicennae 16S ribosomal RNA, partial sequence",9
"gi|645322302|ref|NR_119085.1| [Clostridium] polysaccharolyticum strain DSM 1801 16S ribosomal RNA, partial sequence",9
"gi|1277396194|ref|NR_151905.1| Vicinamibacter silvestris strain Ac_5_C6 16S ribosomal RNA, partial sequence",9
"gi|631251615|ref|NR_112813.1| Dactylosporangium tropicum strain KB2-4 16S ribosomal RNA, partial sequence",9
"gi|219857243|ref|NR_024871.1| Aquabacterium citratiphilum strain B4 16S ribosomal RNA, partial sequence",9
"gi|343200813|ref|NR_041500.1| Flavisolibacter ginsengisoli strain Gsoil 643 16S ribosomal RNA, partial sequence",9
"gi|343200812|ref|NR_041499.1| Flavisolibacter ginsengiterrae strain Gsoil 492 16S ribosomal RNA, partial sequence",9
"gi|1193829152|ref|NR_147395.1| Blautia marasmi strain Marseille-P2377 16S ribosomal RNA, partial sequence",9
"gi|1779814940|ref|NR_165014.1| Pseudomethylobacillus aquaticus strain H-5 16S ribosomal RNA, partial sequence",9
"gi|343201273|ref|NR_041999.1| Pseudonocardia yunnanensis strain IMSNU 22019 16S ribosomal RNA, partial sequence",9
"gi|645319941|ref|NR_117268.1| Brevundimonas olei strain MJ15 16S ribosomal RNA, partial sequence",9
"gi|2836274870|ref|NR_197632.1| Gloeothece guizhouensis strain CHAB5847 16S ribosomal RNA, partial sequence",9
"gi|645320620|ref|NR_117782.1| Ferrovum myxofaciens strain P3G 16S ribosomal RNA, partial sequence",9
"gi|2180566351|ref|NR_174227.1| Cutibacterium modestum strain M12 16S ribosomal RNA, partial sequence",9
"gi|2962412319|ref|NR_199514.1| Pseudomonas fjordensis strain DMSP-1 16S ribosomal RNA, partial sequence",9
"gi|343202245|ref|NR_042531.1| Methylocystis heyeri strain H2 16S ribosomal RNA, partial sequence",8
"gi|636560317|ref|NR_116377.1| Methylorosula polaris strain V-022 16S ribosomal RNA, partial sequence",8
"gi|219846519|ref|NR_026111.1| Phascolarctobacterium faecium strain ACM 3679 16S ribosomal RNA, partial sequence",8
"gi|2363082805|ref|NR_179651.1| Acidaminococcus provencensis strain Marseille-P4266 16S ribosomal RNA, partial sequence",8
"gi|2363082609|ref|NR_179551.1| Acidaminococcus timonensis strain Marseille-P2764 16S ribosomal RNA, partial sequence",8
"gi|1270541282|ref|NR_074484.2| Rickettsia bellii strain RML369-C 16S ribosomal RNA, partial sequence",8
"gi|1270541285|ref|NR_074480.2| Rickettsia conorii strain Malish 7 16S ribosomal RNA, partial sequence",8
"gi|219857153|ref|NR_024781.1| Haliangium tepidum strain SMP-10 16S ribosomal RNA, partial sequence",8
"gi|219846272|ref|NR_025862.1| Granulicatella adiacens strain GIFU 12706 16S ribosomal RNA, partial sequence",8
"gi|265678380|ref|NR_028682.1| Granulicatella elegans strain B1333 16S ribosomal RNA, partial sequence",8
"gi|444439518|ref|NR_074833.1| Pseudothermotoga thermarum DSM 5069 16S ribosomal RNA, partial sequence",8
"gi|1864207086|ref|NR_169380.1| Sphingomonas mohensis strain Z6 16S ribosomal RNA, partial sequence",8
"gi|343203026|ref|NR_043550.1| Thomasclavelia saccharogumia strain SDG-Mt85-3Db 16S ribosomal RNA, partial sequence",8
"gi|1171002978|ref|NR_146363.1| Sphingomonas qilianensis strain X1 16S ribosomal RNA, partial sequence",8
"gi|343200268|ref|NR_040955.1| Lactococcus lactis strain NCDO 604 16S ribosomal RNA gene, partial sequence",8
"gi|559795314|ref|NR_104907.1| Eubacterium coprostanoligenes strain HL 16S ribosomal RNA, partial sequence",8
"gi|343198509|ref|NR_042745.1| Phocaeicola massiliensis strain B84634 16S ribosomal RNA, partial sequence",8
"gi|631251740|ref|NR_112938.1| Phocaeicola massiliensis strain B84634 16S ribosomal RNA, partial sequence",8
"gi|343205987|ref|NR_044523.1| Phaselicystis flava strain SBKo001 16S ribosomal RNA, partial sequence",8
"gi|485099065|ref|NR_102462.1| Cylindrospermum stagnale 16S ribosomal RNA, partial sequence",8
"gi|566084802|ref|NR_108141.1| Kaistia geumhonensis strain B1-1 16S ribosomal RNA, partial sequence",8
"gi|2363083297|ref|NR_179897.1| Kaistia algarum strain LYH11 16S ribosomal RNA, partial sequence",8
"gi|631253168|ref|NR_114366.1| Lactococcus formosensis strain 516 16S ribosomal RNA, partial sequence",8
"gi|631252070|ref|NR_113268.1| Lactococcus garvieae strain JCM 10343 16S ribosomal RNA, partial sequence",8
"gi|559795136|ref|NR_104722.1| Lactococcus garvieae strain NIZO2415T 16S ribosomal RNA, partial sequence",8
"gi|631252919|ref|NR_114117.1| Paraburkholderia caledonica strain NBRC 102488 16S ribosomal RNA, partial sequence",8
"gi|1315204044|ref|NR_152714.1| Novosphingobium lotistagni strain THG-DN6.20 16S ribosomal RNA, partial sequence",8
"gi|1137647753|ref|NR_145535.1| Bifidobacterium longum subsp. suillum strain Su 851 16S ribosomal RNA, partial sequence",8
"gi|1146059145|ref|NR_145877.1| Sphingobacterium suaedae strain T47 16S ribosomal RNA, partial sequence",8
"gi|2962412332|ref|NR_199527.1| Roseomonas cutis strain OT10 16S ribosomal RNA, partial sequence",8
"gi|1491516040|ref|NR_159238.1| Rhodoplanes tepidicaeni strain TUT3542 16S ribosomal RNA, partial sequence",8
"gi|343198793|ref|NR_043691.1| Methylobacillus flagellatus strain KT 16S ribosomal RNA, partial sequence",8
"gi|545589064|ref|NR_044691.2| Bifidobacterium longum strain ATCC 15707 16S ribosomal RNA, partial sequence",8
"gi|2363082569|ref|NR_179531.1| Marseillibacter massiliensis strain Marseille-P2840 16S ribosomal RNA, partial sequence",8
"gi|265678362|ref|NR_028664.1| Streptococcus mitis strain NS51 16S ribosomal RNA, partial sequence",8
"gi|343199105|ref|NR_044574.1| Pseudorhodoferax soli strain TBEA3 16S ribosomal RNA, partial sequence",8
"gi|2363083556|ref|NR_180026.1| Blautia brookingsii strain SG772 16S ribosomal RNA, partial sequence",8
"gi|1277396184|ref|NR_151895.1| Anaerocolumna cellulosilytica strain SN021 16S ribosomal RNA, partial sequence",8
"gi|219846341|ref|NR_025931.1| Ruminococcus flavefaciens strain C94 16S ribosomal RNA, partial sequence",8
"gi|2363085326|ref|NR_180911.1| Fundicoccus ignavus strain DSM 109652 16S ribosomal RNA, partial sequence",8
"gi|2363082757|ref|NR_179627.1| Konateibacter massiliensis strain Marseille-P3773 16S ribosomal RNA, partial sequence",8
"gi|343205876|ref|NR_044352.1| Sulfobacillus benefaciens strain BRGM2 16S ribosomal RNA, partial sequence",8
"gi|1909404478|ref|NR_170533.1| Duganella aquatilis strain FT26W 16S ribosomal RNA, partial sequence",8
"gi|1491516041|ref|NR_159239.1| Rhodoplanes azumiensis strain TUT3581 16S ribosomal RNA, partial sequence",7
"gi|444304267|ref|NR_074693.1| Methylotenera versatilis strain 301 16S ribosomal RNA, partial sequence",7
"gi|2363085153|ref|NR_180825.1| Roseburia porci strain MUC/MUC-530-WT-4D 16S ribosomal RNA, partial sequence",7
"gi|1341394006|ref|NR_153678.1| Brevibacterium sediminis strain CGMCC 1.15472 16S ribosomal RNA, partial sequence",7
