organism,count
"gi|219846448|ref|NR_026039.1| Brucella intermedia LMG 3301 16S ribosomal RNA, partial sequence",16
"gi|636560101|ref|NR_116161.1| Brucella inopinata BO1 16S ribosomal RNA, partial sequence",16
"gi|343201277|ref|NR_042003.1| Pseudonocardia hydrocarbonoxydans strain IMSNU 22140 16S ribosomal RNA, partial sequence",16
"gi|1277396301|ref|NR_152012.1| Sphingomonas zeicaulis strain 541 16S ribosomal RNA, partial sequence",16
"gi|1491514511|ref|NR_159166.1| Ramlibacter monticola strain G-3-2 16S ribosomal RNA, partial sequence",16
"gi|636558924|ref|NR_114981.1| Bryobacter aggregatus strain MPL3 16S ribosomal RNA, partial sequence",16
"gi|566085429|ref|NR_109471.1| Fontimonas thermophila strain HA-01 16S ribosomal RNA, partial sequence",16
"gi|2180566390|ref|NR_174253.1| Azohydromonas sediminis strain SYSU G00088 16S ribosomal RNA, partial sequence",16
"gi|2363083513|ref|NR_180005.1| Acinetobacter oryzae strain B23 16S ribosomal RNA, partial sequence",16
"gi|636558589|ref|NR_114646.1| Rhodoferax ferrireducens T118 16S ribosomal RNA, partial sequence",15
"gi|1491509599|ref|NR_159130.1| Sediminibacterium roseum strain SYL130 16S ribosomal RNA, partial sequence",15
"gi|645319941|ref|NR_117268.1| Brevundimonas olei strain MJ15 16S ribosomal RNA, partial sequence",15
"gi|566085516|ref|NR_109586.1| Jatrophihabitans endophyticus strain S9-650 16S ribosomal RNA, partial sequence",15
"gi|1953646713|ref|NR_171508.1| Mesorhizobium atlanticum strain CNPSo 3140 16S ribosomal RNA, partial sequence",15
"gi|2363085824|ref|NR_181164.1| Usitatibacter rugosus strain 0125_3 16S ribosomal RNA, partial sequence",15
"gi|343200268|ref|NR_040955.1| Lactococcus lactis strain NCDO 604 16S ribosomal RNA gene, partial sequence",15
"gi|645320911|ref|NR_118008.1| Stenotrophomonas pavanii strain LMG 25348 16S ribosomal RNA, partial sequence",15
"gi|631251926|ref|NR_113124.1| Prevotella veroralis strain JCM 6290 16S ribosomal RNA, partial sequence",15
"gi|2221405238|ref|NR_175442.1| Rhodoferax lacus strain IMCC26218 16S ribosomal RNA, partial sequence",15
"gi|645320413|ref|NR_117624.1| Acinetobacter johnsonii strain ATCC 17909 16S ribosomal RNA, partial sequence",15
"gi|2363082272|ref|NR_179383.1| Streptococcus vulneris strain DM3B3 16S ribosomal RNA, complete sequence",15
"gi|265678605|ref|NR_028910.1| Pelospora glutarica strain WoGl3 16S ribosomal RNA, partial sequence",15
"gi|1315203998|ref|NR_152667.1| Sediminibacterium aquarii strain AA5 16S ribosomal RNA, partial sequence",14
"gi|631252450|ref|NR_113648.1| Stenotrophomonas maltophilia strain NBRC 14161 16S ribosomal RNA, partial sequence",14
"gi|444303899|ref|NR_074322.1| Bradyrhizobium diazoefficiens strain USDA110 16S ribosomal RNA, partial sequence",14
"gi|343199100|ref|NR_044555.1| Thiobacillus thiophilus strain D24TN 16S ribosomal RNA, partial sequence",14
"gi|645320047|ref|NR_117348.1| Undibacterium oligocarboniphilum strain EM 1 16S ribosomal RNA, partial sequence",14
"gi|631253129|ref|NR_114327.1| Lactococcus taiwanensis strain 0905C15 16S ribosomal RNA, partial sequence",14
"gi|2221405403|ref|NR_175509.1| Prevotella vespertina strain A2879 16S ribosomal RNA, partial sequence",14
"gi|219856872|ref|NR_024691.1| Priestia flexa strain IFO15715 16S ribosomal RNA, partial sequence",14
"gi|2363081439|ref|NR_178966.1| Roseomonas nepalensis strain G-3-5 16S ribosomal RNA, partial sequence",14
"gi|1315204034|ref|NR_152704.1| Chelatococcus reniformis strain B2974 16S ribosomal RNA, partial sequence",13
"gi|2221405524|ref|NR_175563.1| Caldimonas brevitalea strain DSM 7029 16S ribosomal RNA, partial sequence",13
"gi|343198836|ref|NR_043813.1| Methyloversatilis universalis FAM5 16S ribosomal RNA, partial sequence",13
"gi|2363084489|ref|NR_180492.1| Bradyrhizobium agreste strain CNPSo 4010 16S ribosomal RNA, partial sequence",13
"gi|1558439486|ref|NR_160523.1| Orrella dioscoreae strain LMG 29303 16S ribosomal RNA, partial sequence",13
"gi|926663081|ref|NR_132675.1| Gemmatirosa kalamazoonensis strain KBS708 16S ribosomal RNA, partial sequence",12
"gi|1146059153|ref|NR_145885.1| Pseudochelatococcus lubricantis strain LR4 16S ribosomal RNA, partial sequence",12
"gi|672238945|ref|NR_125534.1| Agaricicola taiwanensis strain CC-SBABM117 16S ribosomal RNA, partial sequence",12
"gi|2363083802|ref|NR_180149.1| Euzebya pacifica strain DY32-46 16S ribosomal RNA, partial sequence",12
"gi|645322563|ref|NR_119284.1| Clostridium thermosuccinogenes strain DSM 5807 16S ribosomal RNA, partial sequence",12
"gi|959494981|ref|NR_133836.1| Ramlibacter ginsenosidimutans strain BXN5-27 16S ribosomal RNA, partial sequence",12
"gi|2363080609|ref|NR_178546.1| Magnetofaba australis IT-1 16S ribosomal RNA, partial sequence",12
"gi|1397641818|ref|NR_156927.1| Tibeticola sediminis strain YIM 73013 16S ribosomal RNA, complete sequence",12
"gi|645320400|ref|NR_117614.1| Achromobacter marplatensis strain R-46660 16S ribosomal RNA, partial sequence",12
"gi|672239049|ref|NR_125638.1| Bradyrhizobium valentinum strain LmjM3 16S ribosomal RNA, partial sequence",12
"gi|2363084487|ref|NR_180491.1| Bradyrhizobium glycinis strain CNPSo 4016 16S ribosomal RNA, partial sequence",12
"gi|2136551510|ref|NR_173513.1| Niveitalea solisilvae strain 6-4 16S ribosomal RNA, partial sequence",12
"gi|470467708|ref|NR_074189.1| Hyphomicrobium denitrificans strain ATCC 51888 16S ribosomal RNA, partial sequence",12
"gi|631252457|ref|NR_113655.1| Hyphomicrobium methylovorum strain NBRC 14180 16S ribosomal RNA, partial sequence",12
"gi|219846839|ref|NR_026431.1| Hyphomicrobium denitrificans strain DSM 1869 16S ribosomal RNA, partial sequence",12
"gi|1953646656|ref|NR_171482.1| Trinickia dinghuensis strain DHOM06 16S ribosomal RNA, partial sequence",12
"gi|645322445|ref|NR_119191.1| Bradyrhizobium japonicum strain DSM 30131 16S ribosomal RNA, partial sequence",12
"gi|1227086146|ref|NR_148634.1| Glaciimonas frigoris strain N1-38 16S ribosomal RNA, partial sequence",12
"gi|2962412342|ref|NR_199537.1| Stenotrophomonas forensis strain DFS-20110405 16S ribosomal RNA, complete sequence",12
"gi|926663087|ref|NR_132681.1| Pigmentiphaga soli strain BS12 16S ribosomal RNA, partial sequence",12
"gi|1171002992|ref|NR_146377.1| Lacunisphaera anatis strain IG31 16S ribosomal RNA, partial sequence",12
"gi|636560112|ref|NR_116172.1| Pseudomonas taiwanensis DSM 21245 strain BCRC 17751 16S ribosomal RNA, partial sequence",12
"gi|636558415|ref|NR_114471.1| Pseudomonas aeruginosa strain ATCC 10145 16S ribosomal RNA, partial sequence",12
"gi|343199105|ref|NR_044574.1| Pseudorhodoferax soli strain TBEA3 16S ribosomal RNA, partial sequence",12
"gi|2363085085|ref|NR_180791.1| Caenimonas soli strain S4 16S ribosomal RNA, partial sequence",12
"gi|645322148|ref|NR_118962.1| Priestia megaterium strain DSM 32 16S ribosomal RNA, partial sequence",12
"gi|343201273|ref|NR_041999.1| Pseudonocardia yunnanensis strain IMSNU 22019 16S ribosomal RNA, partial sequence",11
"gi|2962412332|ref|NR_199527.1| Roseomonas cutis strain OT10 16S ribosomal RNA, partial sequence",11
"gi|645320620|ref|NR_117782.1| Ferrovum myxofaciens strain P3G 16S ribosomal RNA, partial sequence",11
"gi|343200359|ref|NR_041046.1| Novosphingobium naphthalenivorans strain TUT562 16S ribosomal RNA, partial sequence",11
"gi|566085275|ref|NR_109140.1| Mesobacillus persicus strain B48 16S ribosomal RNA, partial sequence",11
"gi|265678409|ref|NR_028711.1| Giesbergeria sinuosa strain LMG 4393 16S ribosomal RNA, partial sequence",11
"gi|2363082912|ref|NR_179704.1| Sphingomonas tabacisoli strain X1-8 16S ribosomal RNA, partial sequence",11
"gi|2221405362|ref|NR_175491.1| Parvularcula marina strain SM1705 16S ribosomal RNA, partial sequence",11
"gi|2363084498|ref|NR_180497.1| Pseudomonas juntendi strain BML3 16S ribosomal RNA, partial sequence",11
"gi|559795273|ref|NR_104864.1| Archangium disciforme strain CMU 1 16S ribosomal RNA, partial sequence",11
"gi|1909404478|ref|NR_170533.1| Duganella aquatilis strain FT26W 16S ribosomal RNA, partial sequence",11
"gi|343198986|ref|NR_044254.1| Allohahella antarctica strain IMCC3113 16S ribosomal RNA, partial sequence",11
"gi|265679016|ref|NR_029324.1| Pseudonocardia sulfidoxydans strain 592 16S ribosomal RNA, partial sequence",11
"gi|1864207058|ref|NR_169352.1| Variovorax rhizosphaerae strain UCM-G28 16S ribosomal RNA, partial sequence",11
"gi|2363081939|ref|NR_179215.1| Streptococcus parasuis strain SUT-286 16S ribosomal RNA, partial sequence",11
"gi|2363087357|ref|NR_181935.1| Streptococcus oriscaviae strain HKU75 16S ribosomal RNA, complete sequence",11
"gi|2363086454|ref|NR_181481.1| Streptococcus oriscaviae strain HKU75 16S ribosomal RNA, partial sequence",11
"gi|636559748|ref|NR_115808.1| Algiphilus aromaticivorans DG1253 16S ribosomal RNA, partial sequence",11
"gi|343201612|ref|NR_042338.1| Bacillus aerius strain 24K 16S ribosomal RNA, partial sequence",11
"gi|645322660|ref|NR_119357.1| Acinetobacter calcoaceticus strain ATCC 23055 16S ribosomal RNA, partial sequence",11
"gi|645320483|ref|NR_117678.1| Pseudomonas aeruginosa strain DSM 50071 16S ribosomal RNA, partial sequence",11
"gi|631252401|ref|NR_113599.1| Pseudomonas aeruginosa strain NBRC 12689 16S ribosomal RNA, partial sequence",11
"gi|444304233|ref|NR_074658.1| Gallionella capsiferriformans ES-2 16S ribosomal RNA, partial sequence",11
"gi|265678597|ref|NR_028902.1| Brucella tritici strain SCII24 16S ribosomal RNA, partial sequence",11
"gi|2363082583|ref|NR_179538.1| Lachnoclostridium urinimassiliense strain Marseille-P2804 16S ribosomal RNA, partial sequence",11
"gi|1491505232|ref|NR_159080.1| Polynucleobacter aenigmaticus strain MWH-K35W1 16S ribosomal RNA, complete sequence",10
"gi|659364515|ref|NR_121695.1| Sulfuricella denitrificans skB26 16S ribosomal RNA, partial sequence",10
"gi|2363086410|ref|NR_181459.1| Acinetobacter kanungonis strain PS-1 16S ribosomal RNA, partial sequence",10
"gi|645320420|ref|NR_117630.1| Acinetobacter tandoii strain DSM 14970 16S ribosomal RNA, partial sequence",10
"gi|444304218|ref|NR_074643.1| Ramlibacter tataouinensis TTB310 16S ribosomal RNA, partial sequence",10
"gi|566085207|ref|NR_109018.1| Catenulispora graminis strain BR-34 16S ribosomal RNA, partial sequence",10
"gi|566084841|ref|NR_108218.1| Thermus composti strain K-39 16S ribosomal RNA, partial sequence",10
"gi|2363084932|ref|NR_180714.1| Thermus sediminis strain L198 16S ribosomal RNA, complete sequence",10
"gi|343199086|ref|NR_044521.1| Ideonella azotifigens strain 1a22 16S ribosomal RNA, partial sequence",10
"gi|1315204023|ref|NR_152692.1| Bacillus wiedmannii strain FSL W8-0169 16S ribosomal RNA, partial sequence",10
"gi|566084922|ref|NR_108467.1| Motilibacter rhizosphaerae strain RS-16 16S ribosomal RNA, partial sequence",10
"gi|2363087289|ref|NR_181900.1| Chromobacterium sinusclupearum strain MWU13-2610 16S ribosomal RNA, partial sequence",10
"gi|1269785344|ref|NR_122055.2| Snodgrassella alvi wkB2 16S ribosomal RNA, complete sequence >gi|1269785420|ref|NR_118405.2| Snodgrassella alvi wkB2 16S ribosomal RNA, complete sequence",10
"gi|1116030277|ref|NR_144735.1| Bariatricus massiliensis strain AT12 16S ribosomal RNA, partial sequence",10
"gi|2363081048|ref|NR_178767.1| Sphingomonas parvus strain GP20-2 16S ribosomal RNA, partial sequence",9
"gi|2221405185|ref|NR_175421.1| Sphingomonas segetis strain YJ09 16S ribosomal RNA, partial sequence",9
"gi|631252614|ref|NR_113812.1| Brucella intermedia strain NBRC 15820 16S ribosomal RNA, partial sequence",9
"gi|636560733|ref|NR_116793.1| Stenotrophomonas pavanii strain ICB 89 16S ribosomal RNA, partial sequence",9
"gi|2363085967|ref|NR_181236.1| Bacillus rugosus strain SPB7 16S ribosomal RNA, partial sequence",9
"gi|636560435|ref|NR_116495.1| Delftia lacustris strain 332 16S ribosomal RNA, partial sequence",9
"gi|219856892|ref|NR_024711.1| Delftia acidovorans strain IAM 12409 16S ribosomal RNA, partial sequence",9
"gi|2962412312|ref|NR_199507.1| Curvibacter soli strain H39-3-26 16S ribosomal RNA, partial sequence",9
"gi|2363083941|ref|NR_180219.1| Salinispora goodfellowii strain CNY-666 16S ribosomal RNA, partial sequence",9
"gi|219857249|ref|NR_024879.1| Mesorhizobium amorphae strain ACCC 19665 16S ribosomal RNA, partial sequence",9
"gi|645320382|ref|NR_117600.1| Archangium disciforme strain DSM 52716 16S ribosomal RNA, partial sequence",9
"gi|2621112289|ref|NR_189192.1| Vulcanimicrobium alpinum strain WC8-2 16S ribosomal RNA, partial sequence",9
"gi|2363085605|ref|NR_181055.1| Limnohabitans radicicola strain JUR4 16S ribosomal RNA, partial sequence",9
"gi|631252031|ref|NR_113229.1| Leptotrichia wadei strain JCM 16777 16S ribosomal RNA, partial sequence",9
"gi|310974980|ref|NR_036844.1| Leptotrichia wadei strain LB16 16S ribosomal RNA, partial sequence",9
"gi|1864207174|ref|NR_169469.1| Thermus anatoliensis strain MT1 16S ribosomal RNA, partial sequence",9
"gi|645320412|ref|NR_117623.1| Acinetobacter junii strain ATCC 17908 16S ribosomal RNA, partial sequence",9
"gi|2463901786|ref|NR_184612.1| Capillimicrobium parvum strain 0166_1 16S ribosomal RNA, partial sequence",9
"gi|2136551566|ref|NR_173569.1| Methyloradius palustris strain Zm11 16S ribosomal RNA, partial sequence",9
"gi|961554987|ref|NR_133954.1| Acinetobacter indicus strain 1NM-4 16S ribosomal RNA, partial sequence",9
"gi|2363086776|ref|NR_181645.1| Comamonas fluminis strain CJ34 16S ribosomal RNA, complete sequence",9
"gi|2363086774|ref|NR_181644.1| Comamonas fluminis strain CJ34 16S ribosomal RNA, complete sequence",9
"gi|1953646544|ref|NR_171428.1| Actinomarinicola tropica strain SCSIO 58843 16S ribosomal RNA, partial sequence",9
"gi|645321086|ref|NR_118138.1| Gaiella occulta strain F2-233 16S ribosomal RNA, partial sequence",9
"gi|2363081977|ref|NR_179235.1| Capsulimonas corticalis strain AX-7 16S ribosomal RNA, partial sequence",9
"gi|636559935|ref|NR_115995.1| Georgfuchsia toluolica strain G5G6 16S ribosomal RNA, partial sequence",9
"gi|2363085718|ref|NR_181111.1| Stenotrophomonas nematodicola strain W5 16S ribosomal RNA, partial sequence",9
"gi|2221405394|ref|NR_175506.1| Ramlibacter algicola strain CrO1 16S ribosomal RNA, partial sequence",9
"gi|631253065|ref|NR_114263.1| Hydrocarboniphaga daqingensis strain NBRC 104238 16S ribosomal RNA, partial sequence",9
"gi|2363084405|ref|NR_180450.1| Enterobacter wuhouensis strain WCHEs120002 16S ribosomal RNA, partial sequence",9
"gi|343205224|ref|NR_043872.1| Trinickia soli strain GP25-8 16S ribosomal RNA, partial sequence",9
"gi|559795318|ref|NR_104911.1| Vampirovibrio chlorellavorus strain ICPB 3707 16S ribosomal RNA, partial sequence",9
"gi|470466321|ref|NR_074114.1| Elusimicrobium minutum strain Pei191 16S ribosomal RNA, partial sequence",9
"gi|1277396186|ref|NR_151897.1| Bacillus nakamurai strain NRRL B-41091 16S ribosomal RNA, partial sequence",9
"gi|694190103|ref|NR_114777.2| Enterococcus avium ATCC 14025 16S ribosomal RNA, partial sequence",9
"gi|2363082615|ref|NR_179554.1| Cytobacillus massiliigabonensis strain Marseille-P2639 16S ribosomal RNA, partial sequence",8
"gi|343202245|ref|NR_042531.1| Methylocystis heyeri strain H2 16S ribosomal RNA, partial sequence",8
"gi|659364796|ref|NR_121736.1| Sphingomonas sanxanigenens strain NX02 16S ribosomal RNA, partial sequence",8
"gi|636560619|ref|NR_116679.1| Oceanibaculum pacificum strain LMC2up-L3 16S ribosomal RNA, partial sequence",8
"gi|265678797|ref|NR_029102.1| Hydrocarboniphaga effusa strain AP103 16S ribosomal RNA, partial sequence",8
"gi|2962412310|ref|NR_199505.1| Terripilifer ovatus strain H3SJ34-1 16S ribosomal RNA, partial sequence",8
"gi|265678466|ref|NR_028769.1| Leptotrichia trevisanii strain 'WeeTee' 1999 16S ribosomal RNA, partial sequence",8
"gi|1491516040|ref|NR_159238.1| Rhodoplanes tepidicaeni strain TUT3542 16S ribosomal RNA, partial sequence",8
"gi|2363085193|ref|NR_180845.1| Rugamonas rivuli strain FT103W 16S ribosomal RNA, partial sequence",8
"gi|2363087331|ref|NR_181922.1| Rhodocyclus gracilis strain DSM 110 16S ribosomal RNA, complete sequence",8
"gi|2363087339|ref|NR_181926.1| Bacillus rhizoplanae strain JJ-63 16S ribosomal RNA, partial sequence",8
"gi|631253127|ref|NR_114325.1| Methylobacterium haplocladii strain 87e 16S ribosomal RNA, partial sequence",8
"gi|2221405317|ref|NR_175474.1| Roseateles chitinivorans strain HWN-4 16S ribosomal RNA, partial sequence",8
"gi|343200117|ref|NR_040804.1| Stenotrophomonas beteli strain ATCC 19861 16S ribosomal RNA, partial sequence",8
"gi|343200574|ref|NR_041261.1| Silvimonas terrae strain KM-45 16S ribosomal RNA, partial sequence",8
"gi|2363084822|ref|NR_180659.1| Glaciimonas soli strain GS1 16S ribosomal RNA, partial sequence",8
"gi|2363082910|ref|NR_179703.1| Segnochrobactrum spirostomi strain Sp-1 16S ribosomal RNA, partial sequence",8
"gi|558508625|ref|NR_104550.1| Allosphingosinicella vermicomposti strain YC7378 16S ribosomal RNA, partial sequence",8
"gi|586661744|ref|NR_044869.2| Bradyrhizobium lupini strain DSM 30140 16S ribosomal RNA, partial sequence",8
"gi|2363083899|ref|NR_180198.1| Chromobacterium phragmitis strain IIBBL 112-1 16S ribosomal RNA, complete sequence",8
"gi|559795319|ref|NR_104912.1| Nitrococcus mobilis strain Nb-231 16S ribosomal RNA, partial sequence",8
"gi|1441204320|ref|NR_157735.1| Bacillus proteolyticus strain MCCC 1A00365 16S ribosomal RNA, partial sequence",8
"gi|2221405506|ref|NR_175555.1| Bacillus sanguinis strain BML-BC004 16S ribosomal RNA, partial sequence",8
"gi|2363081772|ref|NR_179132.1| Paraburkholderia panacihumi strain DCY115 16S ribosomal RNA, partial sequence",8
"gi|343201280|ref|NR_042006.1| Pseudonocardia saturnea strain IMSNU 20052 16S ribosomal RNA, partial sequence",7
"gi|1341394074|ref|NR_153746.1| Sphingomonas lutea strain JS5 16S ribosomal RNA, partial sequence",7
"gi|343205788|ref|NR_044210.1| Novosphingobium panipatense strain SM16 16S ribosomal RNA, partial sequence",7
"gi|636560594|ref|NR_116654.1| Novosphingobium soli strain CC-TPE-1 16S ribosomal RNA, partial sequence",7
"gi|1384992292|ref|NR_156041.1| Mesobacillus maritimus strain KS16-9 16S ribosomal RNA, partial sequence",7
"gi|343200898|ref|NR_041585.1| Rhizobacter dauci strain H6 16S ribosomal RNA, partial sequence",7
"gi|1953646705|ref|NR_171504.1| Trinickia diaoshuihuensis strain NEAU-SY24 16S ribosomal RNA, partial sequence",7
"gi|1270533042|ref|NR_103934.2| Stutzerimonas stutzeri ATCC 17588 = LMG 11199 16S ribosomal RNA, complete sequence",7
"gi|2282568583|ref|NR_176987.1| Gloeobacter morelensis strain MG652769 16S ribosomal RNA, complete sequence",7
"gi|1013172399|ref|NR_135866.1| Jatrophihabitans soli strain KIS75-12 16S ribosomal RNA, partial sequence",7
